Ano,Categoria,Produto,Quantidade(L.)
1980,DERIVADOS,Outros derivados,-
1981,VINHO DE MESA,-,186.129.728
1981,VINHO DE MESA,Tinto,134.156.175
1981,VINHO DE MESA,Branco,12.547.739
1981,VINHO DE MESA,Rosado,39.425.814
1981,VINHO FINO DE MESA (VINIFERA),-,49.348.047
1981,VINHO FINO DE MESA (VINIFERA),Tinto,16.036.963
1981,VINHO FINO DE MESA (VINIFERA),Branco,27.528.276
1981,VINHO FINO DE MESA (VINIFERA),Rosado,5.782.808
1981,SUCO,-,-
1981,SUCO,Suco de uva integral,-
1981,SUCO,Suco de uva concentrado,-
1981,SUCO,Suco de uva adoçado,-
1981,SUCO,Suco de uva orgânico,-
1981,SUCO,Suco de uva reconstituído,-
1981,DERIVADOS,-,52.530.037
1981,DERIVADOS,Espumante,-
1981,DERIVADOS,Espumante moscatel,-
1981,DERIVADOS,Base espumante,-
1981,DERIVADOS,Base espumante moscatel,-
1981,DERIVADOS,Base Champenoise champanha,-
1981,DERIVADOS,Base Charmat champanha,-
1981,DERIVADOS,Bebida de uva,-
1981,DERIVADOS,Polpa de uva,-
1981,DERIVADOS,Mosto simples,48.762.185
1981,DERIVADOS,Mosto concentrado,-
1981,DERIVADOS,Mosto de uva com bagaço,-
1981,DERIVADOS,Mosto dessulfitado,-
1981,DERIVADOS,Mistelas,-
1981,DERIVADOS,Néctar de uva,-
1981,DERIVADOS,Licorosos,-
1981,DERIVADOS,Compostos,-
1981,DERIVADOS,Jeropiga,-
1981,DERIVADOS,Filtrado,-
1981,DERIVADOS,Frisante,-
1981,DERIVADOS,Vinho leve,-
1981,DERIVADOS,Vinho licoroso,-
1981,DERIVADOS,Brandy,-
1981,DERIVADOS,Destilado,-
1981,DERIVADOS,Bagaceira,-
1981,DERIVADOS,Licor de bagaceira,-
1981,DERIVADOS,Vinagre,-
1981,DERIVADOS,Borra líquida,3.767.852
1981,DERIVADOS,Borra seca,-
1981,DERIVADOS,Vinho Composto,-
1981,DERIVADOS,Pisco,-
1981,DERIVADOS,Vinho orgânico,-
1981,DERIVADOS,Espumante orgânico,-
1981,DERIVADOS,Destilado alcoólico simples de bagaceira,-
1981,DERIVADOS,Vinho acidificado,-
1981,DERIVADOS,Mosto parcialmente fermentado,-
1981,DERIVADOS,Outros derivados,-
1982,VINHO DE MESA,-,234.754.564
1982,VINHO DE MESA,Tinto,183.349.460
1982,VINHO DE MESA,Branco,15.782.499
1982,VINHO DE MESA,Rosado,35.622.605
1982,VINHO FINO DE MESA (VINIFERA),-,57.453.581
1982,VINHO FINO DE MESA (VINIFERA),Tinto,19.987.588
1982,VINHO FINO DE MESA (VINIFERA),Branco,34.423.412
1982,VINHO FINO DE MESA (VINIFERA),Rosado,3.042.581
1982,SUCO,-,-
1982,SUCO,Suco de uva integral,-
1982,SUCO,Suco de uva concentrado,-
1982,SUCO,Suco de uva adoçado,-
1982,SUCO,Suco de uva orgânico,-
1982,SUCO,Suco de uva reconstituído,-
1982,DERIVADOS,-,37.506.770
1982,DERIVADOS,Espumante,-
1982,DERIVADOS,Espumante moscatel,-
1982,DERIVADOS,Base espumante,-
1982,DERIVADOS,Base espumante moscatel,-
1982,DERIVADOS,Base Champenoise champanha,-
1982,DERIVADOS,Base Charmat champanha,-
1982,DERIVADOS,Bebida de uva,-
1982,DERIVADOS,Polpa de uva,-
1982,DERIVADOS,Mosto simples,37.506.770
1982,DERIVADOS,Mosto concentrado,-
1982,DERIVADOS,Mosto de uva com bagaço,-
1982,DERIVADOS,Mosto dessulfitado,-
1982,DERIVADOS,Mistelas,-
1982,DERIVADOS,Néctar de uva,-
1982,DERIVADOS,Licorosos,-
1982,DERIVADOS,Compostos,-
1982,DERIVADOS,Jeropiga,-
1982,DERIVADOS,Filtrado,-
1982,DERIVADOS,Frisante,-
1982,DERIVADOS,Vinho leve,-
1982,DERIVADOS,Vinho licoroso,-
1982,DERIVADOS,Brandy,-
1982,DERIVADOS,Destilado,-
1982,DERIVADOS,Bagaceira,-
1982,DERIVADOS,Licor de bagaceira,-
1982,DERIVADOS,Vinagre,-
1982,DERIVADOS,Borra líquida,-
1982,DERIVADOS,Borra seca,-
1982,DERIVADOS,Vinho Composto,-
1982,DERIVADOS,Pisco,-
1982,DERIVADOS,Vinho orgânico,-
1982,DERIVADOS,Espumante orgânico,-
1982,DERIVADOS,Destilado alcoólico simples de bagaceira,-
1982,DERIVADOS,Vinho acidificado,-
1982,DERIVADOS,Mosto parcialmente fermentado,-
1982,DERIVADOS,Outros derivados,-
1983,VINHO DE MESA,-,120.261.544
1983,VINHO DE MESA,Tinto,87.080.528
1983,VINHO DE MESA,Branco,12.191.896
1983,VINHO DE MESA,Rosado,20.989.120
1983,VINHO FINO DE MESA (VINIFERA),-,40.616.812
1983,VINHO FINO DE MESA (VINIFERA),Tinto,14.340.514
1983,VINHO FINO DE MESA (VINIFERA),Branco,24.164.361
1983,VINHO FINO DE MESA (VINIFERA),Rosado,2.111.937
1983,SUCO,-,-
1983,SUCO,Suco de uva integral,-
1983,SUCO,Suco de uva concentrado,-
1983,SUCO,Suco de uva adoçado,-
1983,SUCO,Suco de uva orgânico,-
1983,SUCO,Suco de uva reconstituído,-
1983,DERIVADOS,-,27.314.628
1983,DERIVADOS,Espumante,-
1983,DERIVADOS,Espumante moscatel,-
1983,DERIVADOS,Base espumante,-
1983,DERIVADOS,Base espumante moscatel,-
1983,DERIVADOS,Base Champenoise champanha,-
1983,DERIVADOS,Base Charmat champanha,-
1983,DERIVADOS,Bebida de uva,-
1983,DERIVADOS,Polpa de uva,-
1983,DERIVADOS,Mosto simples,27.314.628
1983,DERIVADOS,Mosto concentrado,-
1983,DERIVADOS,Mosto de uva com bagaço,-
1983,DERIVADOS,Mosto dessulfitado,-
1983,DERIVADOS,Mistelas,-
1983,DERIVADOS,Néctar de uva,-
1983,DERIVADOS,Licorosos,-
1983,DERIVADOS,Compostos,-
1983,DERIVADOS,Jeropiga,-
1983,DERIVADOS,Filtrado,-
1983,DERIVADOS,Frisante,-
1983,DERIVADOS,Vinho leve,-
1983,DERIVADOS,Vinho licoroso,-
1983,DERIVADOS,Brandy,-
1983,DERIVADOS,Destilado,-
1983,DERIVADOS,Bagaceira,-
1983,DERIVADOS,Licor de bagaceira,-
1983,DERIVADOS,Vinagre,-
1983,DERIVADOS,Borra líquida,-
1983,DERIVADOS,Borra seca,-
1983,DERIVADOS,Vinho Composto,-
1983,DERIVADOS,Pisco,-
1983,DERIVADOS,Vinho orgânico,-
1983,DERIVADOS,Espumante orgânico,-
1983,DERIVADOS,Destilado alcoólico simples de bagaceira,-
1983,DERIVADOS,Vinho acidificado,-
1983,DERIVADOS,Mosto parcialmente fermentado,-
1983,DERIVADOS,Outros derivados,-
1984,VINHO DE MESA,-,177.680.331
1984,VINHO DE MESA,Tinto,119.615.028
1984,VINHO DE MESA,Branco,19.502.230
1984,VINHO DE MESA,Rosado,38.563.073
1984,VINHO FINO DE MESA (VINIFERA),-,48.289.279
1984,VINHO FINO DE MESA (VINIFERA),Tinto,15.777.602
1984,VINHO FINO DE MESA (VINIFERA),Branco,30.395.959
1984,VINHO FINO DE MESA (VINIFERA),Rosado,2.115.718
1984,SUCO,-,-
1984,SUCO,Suco de uva integral,-
1984,SUCO,Suco de uva concentrado,-
1984,SUCO,Suco de uva adoçado,-
1984,SUCO,Suco de uva orgânico,-
1984,SUCO,Suco de uva reconstituído,-
1984,DERIVADOS,-,17.331.744
1984,DERIVADOS,Espumante,-
1984,DERIVADOS,Espumante moscatel,-
1984,DERIVADOS,Base espumante,-
1984,DERIVADOS,Base espumante moscatel,-
1984,DERIVADOS,Base Champenoise champanha,-
1984,DERIVADOS,Base Charmat champanha,-
1984,DERIVADOS,Bebida de uva,-
1984,DERIVADOS,Polpa de uva,-
1984,DERIVADOS,Mosto simples,17.331.744
1984,DERIVADOS,Mosto concentrado,-
1984,DERIVADOS,Mosto de uva com bagaço,-
1984,DERIVADOS,Mosto dessulfitado,-
1984,DERIVADOS,Mistelas,-
1984,DERIVADOS,Néctar de uva,-
1984,DERIVADOS,Licorosos,-
1984,DERIVADOS,Compostos,-
1984,DERIVADOS,Jeropiga,-
1984,DERIVADOS,Filtrado,-
1984,DERIVADOS,Frisante,-
1984,DERIVADOS,Vinho leve,-
1984,DERIVADOS,Vinho licoroso,-
1984,DERIVADOS,Brandy,-
1984,DERIVADOS,Destilado,-
1984,DERIVADOS,Bagaceira,-
1984,DERIVADOS,Licor de bagaceira,-
1984,DERIVADOS,Vinagre,-
1984,DERIVADOS,Borra líquida,-
1984,DERIVADOS,Borra seca,-
1984,DERIVADOS,Vinho Composto,-
1984,DERIVADOS,Pisco,-
1984,DERIVADOS,Vinho orgânico,-
1984,DERIVADOS,Espumante orgânico,-
1984,DERIVADOS,Destilado alcoólico simples de bagaceira,-
1984,DERIVADOS,Vinho acidificado,-
1984,DERIVADOS,Mosto parcialmente fermentado,-
1984,DERIVADOS,Outros derivados,-
1985,VINHO DE MESA,-,275.338.955
1985,VINHO DE MESA,Tinto,216.732.390
1985,VINHO DE MESA,Branco,23.010.666
1985,VINHO DE MESA,Rosado,35.595.899
1985,VINHO FINO DE MESA (VINIFERA),-,67.035.393
1985,VINHO FINO DE MESA (VINIFERA),Tinto,19.347.979
1985,VINHO FINO DE MESA (VINIFERA),Branco,44.679.484
1985,VINHO FINO DE MESA (VINIFERA),Rosado,3.007.930
1985,SUCO,-,6.631.667
1985,SUCO,Suco de uva integral,3.544.706
1985,SUCO,Suco de uva concentrado,3.086.961
1985,SUCO,Suco de uva adoçado,-
1985,SUCO,Suco de uva orgânico,-
1985,SUCO,Suco de uva reconstituído,-
1985,DERIVADOS,-,17.336.419
1985,DERIVADOS,Espumante,-
1985,DERIVADOS,Espumante moscatel,-
1985,DERIVADOS,Base espumante,-
1985,DERIVADOS,Base espumante moscatel,-
1985,DERIVADOS,Base Champenoise champanha,-
1985,DERIVADOS,Base Charmat champanha,-
1985,DERIVADOS,Bebida de uva,-
1985,DERIVADOS,Polpa de uva,-
1985,DERIVADOS,Mosto simples,10.637.557
1985,DERIVADOS,Mosto concentrado,354.707
1985,DERIVADOS,Mosto de uva com bagaço,-
1985,DERIVADOS,Mosto dessulfitado,-
1985,DERIVADOS,Mistelas,-
1985,DERIVADOS,Néctar de uva,-
1985,DERIVADOS,Licorosos,-
1985,DERIVADOS,Compostos,-
1985,DERIVADOS,Jeropiga,234.500
1985,DERIVADOS,Filtrado,-
1985,DERIVADOS,Frisante,-
1985,DERIVADOS,Vinho leve,-
1985,DERIVADOS,Vinho licoroso,-
1985,DERIVADOS,Brandy,13.000
1985,DERIVADOS,Destilado,342.650
1985,DERIVADOS,Bagaceira,299.500
1985,DERIVADOS,Licor de bagaceira,-
1985,DERIVADOS,Vinagre,104.707
1985,DERIVADOS,Borra líquida,5.095.798
1985,DERIVADOS,Borra seca,-
1985,DERIVADOS,Vinho Composto,-
1985,DERIVADOS,Pisco,-
1985,DERIVADOS,Vinho orgânico,254.000
1985,DERIVADOS,Espumante orgânico,-
1985,DERIVADOS,Destilado alcoólico simples de bagaceira,-
1985,DERIVADOS,Vinho acidificado,-
1985,DERIVADOS,Mosto parcialmente fermentado,-
1985,DERIVADOS,Outros derivados,-
1986,VINHO DE MESA,-,157.711.522
1986,VINHO DE MESA,Tinto,118.766.694
1986,VINHO DE MESA,Branco,16.872.183
1986,VINHO DE MESA,Rosado,22.072.645
1986,VINHO FINO DE MESA (VINIFERA),-,48.559.180
1986,VINHO FINO DE MESA (VINIFERA),Tinto,12.282.967
1986,VINHO FINO DE MESA (VINIFERA),Branco,34.794.145
1986,VINHO FINO DE MESA (VINIFERA),Rosado,1.482.068
1986,SUCO,-,4.313.768
1986,SUCO,Suco de uva integral,2.116.507
1986,SUCO,Suco de uva concentrado,2.197.261
1986,SUCO,Suco de uva adoçado,-
1986,SUCO,Suco de uva orgânico,-
1986,SUCO,Suco de uva reconstituído,-
1986,DERIVADOS,-,14.785.645
1986,DERIVADOS,Espumante,-
1986,DERIVADOS,Espumante moscatel,-
1986,DERIVADOS,Base espumante,-
1986,DERIVADOS,Base espumante moscatel,-
1986,DERIVADOS,Base Champenoise champanha,-
1986,DERIVADOS,Base Charmat champanha,-
1986,DERIVADOS,Bebida de uva,-
1986,DERIVADOS,Polpa de uva,-
1986,DERIVADOS,Mosto simples,7.031.320
1986,DERIVADOS,Mosto concentrado,295.800
1986,DERIVADOS,Mosto de uva com bagaço,-
1986,DERIVADOS,Mosto dessulfitado,-
1986,DERIVADOS,Mistelas,378.400
1986,DERIVADOS,Néctar de uva,-
1986,DERIVADOS,Licorosos,-
1986,DERIVADOS,Compostos,-
1986,DERIVADOS,Jeropiga,173.000
1986,DERIVADOS,Filtrado,-
1986,DERIVADOS,Frisante,-
1986,DERIVADOS,Vinho leve,-
1986,DERIVADOS,Vinho licoroso,-
1986,DERIVADOS,Brandy,-
1986,DERIVADOS,Destilado,222.230
1986,DERIVADOS,Bagaceira,156.100
1986,DERIVADOS,Licor de bagaceira,-
1986,DERIVADOS,Vinagre,-
1986,DERIVADOS,Borra líquida,6.357.648
1986,DERIVADOS,Borra seca,-
1986,DERIVADOS,Vinho Composto,-
1986,DERIVADOS,Pisco,-
1986,DERIVADOS,Vinho orgânico,171.147
1986,DERIVADOS,Espumante orgânico,-
1986,DERIVADOS,Destilado alcoólico simples de bagaceira,-
1986,DERIVADOS,Vinho acidificado,-
1986,DERIVADOS,Mosto parcialmente fermentado,-
1986,DERIVADOS,Outros derivados,-
1987,VINHO DE MESA,-,150.467.184
1987,VINHO DE MESA,Tinto,97.841.160
1987,VINHO DE MESA,Branco,27.497.857
1987,VINHO DE MESA,Rosado,25.128.167
1987,VINHO FINO DE MESA (VINIFERA),-,47.301.266
1987,VINHO FINO DE MESA (VINIFERA),Tinto,10.920.073
1987,VINHO FINO DE MESA (VINIFERA),Branco,35.432.544
1987,VINHO FINO DE MESA (VINIFERA),Rosado,948.649
1987,SUCO,-,5.469.016
1987,SUCO,Suco de uva integral,2.262.240
1987,SUCO,Suco de uva concentrado,3.206.776
1987,SUCO,Suco de uva adoçado,-
1987,SUCO,Suco de uva orgânico,-
1987,SUCO,Suco de uva reconstituído,-
1987,DERIVADOS,-,14.905.862
1987,DERIVADOS,Espumante,-
1987,DERIVADOS,Espumante moscatel,-
1987,DERIVADOS,Base espumante,-
1987,DERIVADOS,Base espumante moscatel,-
1987,DERIVADOS,Base Champenoise champanha,-
1987,DERIVADOS,Base Charmat champanha,-
1987,DERIVADOS,Bebida de uva,-
1987,DERIVADOS,Polpa de uva,-
1987,DERIVADOS,Mosto simples,7.821.040
1987,DERIVADOS,Mosto concentrado,400.500
1987,DERIVADOS,Mosto de uva com bagaço,-
1987,DERIVADOS,Mosto dessulfitado,-
1987,DERIVADOS,Mistelas,402.600
1987,DERIVADOS,Néctar de uva,-
1987,DERIVADOS,Licorosos,-
1987,DERIVADOS,Compostos,-
1987,DERIVADOS,Jeropiga,122.000
1987,DERIVADOS,Filtrado,-
1987,DERIVADOS,Frisante,-
1987,DERIVADOS,Vinho leve,-
1987,DERIVADOS,Vinho licoroso,-
1987,DERIVADOS,Brandy,-
1987,DERIVADOS,Destilado,472.576
1987,DERIVADOS,Bagaceira,325.600
1987,DERIVADOS,Licor de bagaceira,-
1987,DERIVADOS,Vinagre,-
1987,DERIVADOS,Borra líquida,5.142.446
1987,DERIVADOS,Borra seca,-
1987,DERIVADOS,Vinho Composto,-
1987,DERIVADOS,Pisco,-
1987,DERIVADOS,Vinho orgânico,219.100
1987,DERIVADOS,Espumante orgânico,-
1987,DERIVADOS,Destilado alcoólico simples de bagaceira,-
1987,DERIVADOS,Vinho acidificado,-
1987,DERIVADOS,Mosto parcialmente fermentado,-
1987,DERIVADOS,Outros derivados,-
1988,VINHO DE MESA,-,244.791.058
1988,VINHO DE MESA,Tinto,173.747.942
1988,VINHO DE MESA,Branco,32.660.045
1988,VINHO DE MESA,Rosado,38.383.071
1988,VINHO FINO DE MESA (VINIFERA),-,76.560.765
1988,VINHO FINO DE MESA (VINIFERA),Tinto,18.690.518
1988,VINHO FINO DE MESA (VINIFERA),Branco,56.441.847
1988,VINHO FINO DE MESA (VINIFERA),Rosado,1.428.400
1988,SUCO,-,7.586.870
1988,SUCO,Suco de uva integral,2.018.000
1988,SUCO,Suco de uva concentrado,5.568.870
1988,SUCO,Suco de uva adoçado,-
1988,SUCO,Suco de uva orgânico,-
1988,SUCO,Suco de uva reconstituído,-
1988,DERIVADOS,-,19.644.584
1988,DERIVADOS,Espumante,76.000
1988,DERIVADOS,Espumante moscatel,-
1988,DERIVADOS,Base espumante,-
1988,DERIVADOS,Base espumante moscatel,-
1988,DERIVADOS,Base Champenoise champanha,-
1988,DERIVADOS,Base Charmat champanha,-
1988,DERIVADOS,Bebida de uva,-
1988,DERIVADOS,Polpa de uva,-
1988,DERIVADOS,Mosto simples,16.544.460
1988,DERIVADOS,Mosto concentrado,384.200
1988,DERIVADOS,Mosto de uva com bagaço,-
1988,DERIVADOS,Mosto dessulfitado,-
1988,DERIVADOS,Mistelas,196.000
1988,DERIVADOS,Néctar de uva,-
1988,DERIVADOS,Licorosos,3.000
1988,DERIVADOS,Compostos,2.000
1988,DERIVADOS,Jeropiga,61.000
1988,DERIVADOS,Filtrado,88.000
1988,DERIVADOS,Frisante,-
1988,DERIVADOS,Vinho leve,-
1988,DERIVADOS,Vinho licoroso,-
1988,DERIVADOS,Brandy,5.216
1988,DERIVADOS,Destilado,287.220
1988,DERIVADOS,Bagaceira,29.000
1988,DERIVADOS,Licor de bagaceira,-
1988,DERIVADOS,Vinagre,-
1988,DERIVADOS,Borra líquida,1.953.488
1988,DERIVADOS,Borra seca,-
1988,DERIVADOS,Vinho Composto,-
1988,DERIVADOS,Pisco,-
1988,DERIVADOS,Vinho orgânico,15.000
1988,DERIVADOS,Espumante orgânico,-
1988,DERIVADOS,Destilado alcoólico simples de bagaceira,-
1988,DERIVADOS,Vinho acidificado,-
1988,DERIVADOS,Mosto parcialmente fermentado,-
1988,DERIVADOS,Outros derivados,-
1989,VINHO DE MESA,-,181.801.961
1989,VINHO DE MESA,Tinto,136.931.173
1989,VINHO DE MESA,Branco,24.603.265
1989,VINHO DE MESA,Rosado,20.267.523
1989,VINHO FINO DE MESA (VINIFERA),-,72.772.144
1989,VINHO FINO DE MESA (VINIFERA),Tinto,16.140.751
1989,VINHO FINO DE MESA (VINIFERA),Branco,54.983.093
1989,VINHO FINO DE MESA (VINIFERA),Rosado,1.648.300
1989,SUCO,-,6.923.183
1989,SUCO,Suco de uva integral,2.824.600
1989,SUCO,Suco de uva concentrado,4.098.583
1989,SUCO,Suco de uva adoçado,-
1989,SUCO,Suco de uva orgânico,-
1989,SUCO,Suco de uva reconstituído,-
1989,DERIVADOS,-,12.004.574
1989,DERIVADOS,Espumante,-
1989,DERIVADOS,Espumante moscatel,-
1989,DERIVADOS,Base espumante,-
1989,DERIVADOS,Base espumante moscatel,-
1989,DERIVADOS,Base Champenoise champanha,-
1989,DERIVADOS,Base Charmat champanha,-
1989,DERIVADOS,Bebida de uva,-
1989,DERIVADOS,Polpa de uva,-
1989,DERIVADOS,Mosto simples,8.141.100
1989,DERIVADOS,Mosto concentrado,732.470
1989,DERIVADOS,Mosto de uva com bagaço,-
1989,DERIVADOS,Mosto dessulfitado,-
1989,DERIVADOS,Mistelas,32.000
1989,DERIVADOS,Néctar de uva,-
1989,DERIVADOS,Licorosos,20.000
1989,DERIVADOS,Compostos,1.900
1989,DERIVADOS,Jeropiga,42.000
1989,DERIVADOS,Filtrado,39.000
1989,DERIVADOS,Frisante,-
1989,DERIVADOS,Vinho leve,249.000
1989,DERIVADOS,Vinho licoroso,-
1989,DERIVADOS,Brandy,6.500
1989,DERIVADOS,Destilado,176.800
1989,DERIVADOS,Bagaceira,52.000
1989,DERIVADOS,Licor de bagaceira,-
1989,DERIVADOS,Vinagre,-
1989,DERIVADOS,Borra líquida,2.426.804
1989,DERIVADOS,Borra seca,-
1989,DERIVADOS,Vinho Composto,-
1989,DERIVADOS,Pisco,-
1989,DERIVADOS,Vinho orgânico,85.000
1989,DERIVADOS,Espumante orgânico,-
1989,DERIVADOS,Destilado alcoólico simples de bagaceira,-
1989,DERIVADOS,Vinho acidificado,-
1989,DERIVADOS,Mosto parcialmente fermentado,-
1989,DERIVADOS,Outros derivados,-
1990,VINHO DE MESA,-,210.548.199
1990,VINHO DE MESA,Tinto,154.359.897
1990,VINHO DE MESA,Branco,33.512.030
1990,VINHO DE MESA,Rosado,22.676.272
1990,VINHO FINO DE MESA (VINIFERA),-,73.689.124
1990,VINHO FINO DE MESA (VINIFERA),Tinto,17.750.504
1990,VINHO FINO DE MESA (VINIFERA),Branco,52.080.420
1990,VINHO FINO DE MESA (VINIFERA),Rosado,3.858.200
1990,SUCO,-,10.423.252
1990,SUCO,Suco de uva integral,2.848.560
1990,SUCO,Suco de uva concentrado,7.574.692
1990,SUCO,Suco de uva adoçado,-
1990,SUCO,Suco de uva orgânico,-
1990,SUCO,Suco de uva reconstituído,-
1990,DERIVADOS,-,16.191.621
1990,DERIVADOS,Espumante,-
1990,DERIVADOS,Espumante moscatel,-
1990,DERIVADOS,Base espumante,-
1990,DERIVADOS,Base espumante moscatel,-
1990,DERIVADOS,Base Champenoise champanha,-
1990,DERIVADOS,Base Charmat champanha,-
1990,DERIVADOS,Bebida de uva,-
1990,DERIVADOS,Polpa de uva,-
1990,DERIVADOS,Mosto simples,13.307.690
1990,DERIVADOS,Mosto concentrado,1.098.250
1990,DERIVADOS,Mosto de uva com bagaço,-
1990,DERIVADOS,Mosto dessulfitado,-
1990,DERIVADOS,Mistelas,149.000
1990,DERIVADOS,Néctar de uva,-
1990,DERIVADOS,Licorosos,24.300
1990,DERIVADOS,Compostos,-
1990,DERIVADOS,Jeropiga,-
1990,DERIVADOS,Filtrado,11.000
1990,DERIVADOS,Frisante,-
1990,DERIVADOS,Vinho leve,264.000
1990,DERIVADOS,Vinho licoroso,-
1990,DERIVADOS,Brandy,-
1990,DERIVADOS,Destilado,-
1990,DERIVADOS,Bagaceira,55.000
1990,DERIVADOS,Licor de bagaceira,-
1990,DERIVADOS,Vinagre,-
1990,DERIVADOS,Borra líquida,1.282.381
1990,DERIVADOS,Borra seca,-
1990,DERIVADOS,Vinho Composto,-
1990,DERIVADOS,Pisco,-
1990,DERIVADOS,Vinho orgânico,-
1990,DERIVADOS,Espumante orgânico,-
1990,DERIVADOS,Destilado alcoólico simples de bagaceira,-
1990,DERIVADOS,Vinho acidificado,-
1990,DERIVADOS,Mosto parcialmente fermentado,-
1990,DERIVADOS,Outros derivados,-
1991,VINHO DE MESA,-,126.768.254
1991,VINHO DE MESA,Tinto,90.320.836
1991,VINHO DE MESA,Branco,25.046.588
1991,VINHO DE MESA,Rosado,11.400.830
1991,VINHO FINO DE MESA (VINIFERA),-,45.519.167
1991,VINHO FINO DE MESA (VINIFERA),Tinto,12.001.895
1991,VINHO FINO DE MESA (VINIFERA),Branco,33.307.472
1991,VINHO FINO DE MESA (VINIFERA),Rosado,209.800
1991,SUCO,-,11.324.462
1991,SUCO,Suco de uva integral,3.609.000
1991,SUCO,Suco de uva concentrado,7.715.462
1991,SUCO,Suco de uva adoçado,-
1991,SUCO,Suco de uva orgânico,-
1991,SUCO,Suco de uva reconstituído,-
1991,DERIVADOS,-,20.352.398
1991,DERIVADOS,Espumante,-
1991,DERIVADOS,Espumante moscatel,-
1991,DERIVADOS,Base espumante,-
1991,DERIVADOS,Base espumante moscatel,-
1991,DERIVADOS,Base Champenoise champanha,-
1991,DERIVADOS,Base Charmat champanha,-
1991,DERIVADOS,Bebida de uva,-
1991,DERIVADOS,Polpa de uva,-
1991,DERIVADOS,Mosto simples,17.407.568
1991,DERIVADOS,Mosto concentrado,921.400
1991,DERIVADOS,Mosto de uva com bagaço,-
1991,DERIVADOS,Mosto dessulfitado,-
1991,DERIVADOS,Mistelas,-
1991,DERIVADOS,Néctar de uva,-
1991,DERIVADOS,Licorosos,11.500
1991,DERIVADOS,Compostos,-
1991,DERIVADOS,Jeropiga,-
1991,DERIVADOS,Filtrado,18.000
1991,DERIVADOS,Frisante,-
1991,DERIVADOS,Vinho leve,192.800
1991,DERIVADOS,Vinho licoroso,-
1991,DERIVADOS,Brandy,-
1991,DERIVADOS,Destilado,-
1991,DERIVADOS,Bagaceira,15.000
1991,DERIVADOS,Licor de bagaceira,-
1991,DERIVADOS,Vinagre,-
1991,DERIVADOS,Borra líquida,1.649.130
1991,DERIVADOS,Borra seca,-
1991,DERIVADOS,Vinho Composto,-
1991,DERIVADOS,Pisco,-
1991,DERIVADOS,Vinho orgânico,137.000
